Hyundai Motor Japan R&D Center,Hyundai Motor Company
Hyundai Motor Japan R&D Center,Kia Motors Corporation
Hyundai Motor Company,Industry-Academic Cooperation Foundation Yonsei University
Hyundai Motor Company,LG Hausys Ltd.
Hyundai Motor Company,Korea Institute of Science & Technology
Hyundai Motor Company,Kia Motors Corporation
Hyundai Motor Company,HYUNDAI MOBIS CO. LTD.
Hyundai Motor Company,SL Lighting Corporation
Hyundai Motor Company,Il Heung Co. Ltd.
Hyundai Motor Company,Myunghwa Ind. Co. Ltd.
Kia Motors Corporation,Industry-Academic Cooperation Foundation Yonsei University
Kia Motors Corporation,Myunghwa Ind. Co. Ltd.
STMicroelectronics (Mala) Ltd,STMICROELECTRONICS S.R.L.
STMICROELECTRONICS S.R.L.,Samsung Electronics Co. Ltd.
STMICROELECTRONICS S.R.L.,STMicroelectronics (Grenoble 2) SAS
STMICROELECTRONICS S.R.L.,GLOBALFOUNDRIES Inc.
STMICROELECTRONICS S.R.L.,FREESCALE SEMICONDUCTOR INC.
STMICROELECTRONICS S.R.L.,COMMISSARIAT A L'ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES
STMICROELECTRONICS S.R.L.,STMICROELECTRONICS (CROLLES 2) SAS
STMICROELECTRONICS S.R.L.,STMicoelectronics (Grenoble 2) SAS
STMICROELECTRONICS S.R.L.,International Business Machines Corporation
STMICROELECTRONICS S.R.L.,STMICROELECTRONICS ASIA PACIFIC PTE. LTD.
STMICROELECTRONICS S.R.L.,STMicroelectronics Limited
STMICROELECTRONICS S.R.L.,STMicroelectronics (Shenzhen) Manufacturing Co. Ltd.
STMICROELECTRONICS S.R.L.,STMicroelectronics International N.V.
University of Seoul Industry Cooperation Foundation,Samsung Electronics Co. Ltd.
Samsung Electronics Co. Ltd.,GENITECH INC.
Samsung Electronics Co. Ltd.,Korea Electric Power Corporation
Samsung Electronics Co. Ltd.,Georgia Tech Research Corp.
Samsung Electronics Co. Ltd.,Sungkyunkwan University Foundation for Corporate Collaboration
Samsung Electronics Co. Ltd.,Korea Advanced Institue of Science & Technology
Samsung Electronics Co. Ltd.,SNU R&DB FOUNDATION
Samsung Electronics Co. Ltd.,The Regents of the University of California
Samsung Electronics Co. Ltd.,Industry-Academic Cooperation Foundation Yonsei University
Samsung Electronics Co. Ltd.,GLOBALFOUNDRIES Inc.
Samsung Electronics Co. Ltd.,Seoul National University Industry Foundation
Samsung Electronics Co. Ltd.,Dongguk University Industry-Academic Cooperation Foundation
Samsung Electronics Co. Ltd.,Korea University of Technology and Education Industry-University Cooperation Foundation
Samsung Electronics Co. Ltd.,Postech Academy-Industry Foundation Postech Univ. of Science and Technology
Samsung Electronics Co. Ltd.,Industry-University Cooperation Foundation Hanyang University
Samsung Electronics Co. Ltd.,IMEC
Samsung Electronics Co. Ltd.,INDUSTRY FOUNDATION OF CHONNAM NATIONAL UNIVERSITY
Samsung Electronics Co. Ltd.,Cheil Industries Inc.
Samsung Electronics Co. Ltd.,International Business Machines Corporation
Samsung Electronics Co. Ltd.,Industry-Academic Cooperation Foundation
Samsung Electronics Co. Ltd.,Taiwan Semiconductor Manufacturing Company Ltd.
Samsung Electronics Co. Ltd.,Osaka University
Samsung Electronics Co. Ltd.,INDUSTRY-ACADEMY COPERATION CORPS OF SUNCHON NATIONAL UNIVERSITY
Samsung Electronics Co. Ltd.,Samsung Display Co. Ltd.
SOONGSIL UNIVERSITY-INDUSTRY COOPERATION FOUNDATION,Electronics and Telecommunications Research Institute
Electronics and Telecommunications Research Institute,Konkuk University Industrial Cooperation Corp.
Electronics and Telecommunications Research Institute,Korea Advanced Institue of Science & Technology
Electronics and Telecommunications Research Institute,Korean Broadcasting System
Electronics and Telecommunications Research Institute,Dongwon Systems Corporation
Electronics and Telecommunications Research Institute,Soongsil University Foundation of University-Industry Cooperation
Spansion LLC,Advanced Micro Devices Inc.
Advanced Micro Devices Inc.,ATI Technologies Inc.
Advanced Micro Devices Inc.,International Business Machines Corporation
Koito Manufacturing Co. Ltd.,Toyota Jidosha Kabushiki Kaisha
Koito Manufacturing Co. Ltd.,Hino Motors Ltd.
Toyota Jidosha Kabushiki Kaisha,KABUSHIKI KAISHA TOYOTA CHUO KENKYUSHO
Toyota Jidosha Kabushiki Kaisha,Shinshu University
Toyota Jidosha Kabushiki Kaisha,Sumitomo Metal Mining Co. Ltd.
Toyota Jidosha Kabushiki Kaisha,National University Corporation Nagoya University
Toyota Jidosha Kabushiki Kaisha,Autonetworks Technologies Ltd.
Toyota Jidosha Kabushiki Kaisha,Hino Motors Ltd.
Toyota Jidosha Kabushiki Kaisha,AISIN SEIKI KABUSHIKI KAISHA
Toyota Jidosha Kabushiki Kaisha,Aisin AW Co. Ltd.
Toyota Jidosha Kabushiki Kaisha,Denso Corporation
Toyota Jidosha Kabushiki Kaisha,Sumitomo Electric Industries Ltd.
Toyota Jidosha Kabushiki Kaisha,Sumitomo Wiring Systems Ltd.
Toyota Jidosha Kabushiki Kaisha,Panasonic Corporation
Toyota Jidosha Kabushiki Kaisha,Kabushiki Kaisha Toyota Jidoshokki
Hino Motors Ltd.,Henkel Corporation
Funai Electric Advanced Applied Technology Research Institute Inc.,Fuji Electric Co. Ltd.
Fuji Electric Co. Ltd.,Sumitomo Metal Mining Co. Ltd.
Fuji Electric Co. Ltd.,Kyocera Corporation
Fuji Electric Co. Ltd.,Nissan Motor Co. Ltd.
Fuji Electric Co. Ltd.,Fuji Electric FA Components & Systems Co. Ltd.
Fuji Electric Co. Ltd.,Sanken Electric Co. Ltd.
Fuji Electric Co. Ltd.,Sharp Kabushiki Kaisha
Fuji Electric Co. Ltd.,Yoshitaka Sugawara
Fuji Electric Co. Ltd.,Denso Corporation
Fuji Electric Co. Ltd.,Honda Motor Co. Ltd.
Fuji Electric Co. Ltd.,Oncotech Inc.
Chichibu Fuji Co. Ltd.,Fuji Electric FA Components & Systems Co. Ltd.
The Furukawa Electric Co. Ltd.,FURUKAWA AUTOMOTIVE SYSTEMS INC.
The Furukawa Electric Co. Ltd.,Denso Corporation
The Furukawa Electric Co. Ltd.,FURUKAWA MAGNET WIRE CO. LTD.
FURUKAWA AUTOMOTIVE SYSTEMS INC.,The Furukawa Electric Company Ltd.
Denso Corporation,OLYMPUS CORPORATION
Denso Corporation,NEC Tokin Corporation
Denso Corporation,FURUKAWA MAGNET WIRE CO. LTD.
Denso Corporation,Tris Inc.
Denso Corporation,Murata Manufacturing Co. Ltd.
Denso Corporation,DENSO International America Inc.
Denso Corporation,Advics Co. Ltd.
Denso Corporation,Asmo Co. Ltd.
Denso Corporation,Nippon Soken Inc.
Sôny Electronics Inc.,Sony Côrporation
Sony Côrporation,Sony Computer Entertainment Inc.
Sony Côrporation,Tel Solar AG
Sony Côrporation,Sumitomo Electric Industries Ltd.
Sony Côrporation,IMEC
Sony Côrporation,Tohoku University
Sony Côrporation,Kyoto University
Sony Côrporation,Sony Mobile Communications Inc.
Sony Côrporation,SONY PICTURES TECHNOLOGIES INC.
Sony Côrporation,ASML Netherlands B.V.
Toshiba Industrial Products Manufacturing Corporation,Kabushiki Kaisha Toshiba
Kabushiki Kaisha Toshiba,Tokyo Electric Power Company Incorporated
Kabushiki Kaisha Toshiba,Toshiba Medical Systems Corporation
Kabushiki Kaisha Toshiba,Ishikawajima-Harima Heavy Industries Co. Ltd.
Kabushiki Kaisha Toshiba,Intermolecular Inc.
Kabushiki Kaisha Toshiba,SanDisk 3D LLC
Kabushiki Kaisha Toshiba,Toshiba Lightning & Technology Corporation
Kabushiki Kaisha Toshiba,International Business Machines Corporation
Kabushiki Kaisha Toshiba,TOSHIBA TEC KABUSHIKI KAISHA
Kabushiki Kaisha Toshiba,TOSHIBA MATERIALS CO. LTD.
Kabushiki Kaisha Toshiba,Toshiba Electron Tubes & Devices Co. Ltd.
Kabushiki Kaisha Toshiba,Toshiba Lighting & Technology Corporation
Kabushiki Kaisha Toshiba,FREESCALE SEMICONDUCTOR INC.
Georgia Tech Research Corp.,Phillips Screw Company
Georgia Tech Research Corp.,Sila Nanotechnologies Inc.
OLYMPUS CORPORATION,Olympus Imaging Corp.
OLYMPUS CORPORATION,The University of Tokyo
OLYMPUS CORPORATION,Olympus Medical Systems Corp.
The University of Tokyo,Schlumberger Technology Corporation 
The University of Tokyo,Tanaka Kikinzoku Kogyo K.K.
The University of Tokyo,National Institute of Advanced Industrial Science and Technology
The University of Tokyo,Sumitomo Chemical Company Limited
Asahi Kasei Microdevices Corporation,Murata Manufacturing Co. Ltd.
Murata Manufacturing Co. Ltd.,National University Corporation Nagoya University
Murata Manufacturing Co. Ltd.,KONICA MINOLTA INC.
Tokyo Electric Power Company Incorporated,Ishikawajima-Harima Heavy Industries Co. Ltd.
Korea Advanced Institue of Science & Technology,Samsung Display Co. Ltd.
SNU R&DB FOUNDATION,Hynix Semiconductor Inc.
SNU R&DB FOUNDATION,SK Telecom Co. Ltd.
SNU R&DB FOUNDATION,Samsung Display Co. Ltd.
The Regents of the University of California,University of Massachusetts
The Regents of the University of California,Q1 Nanosystems Inc
The Regents of the University of California,Japan Science and Technology Agency
The Regents of the University of California,The Board of Trustees of the Leland Stanford Junior University
The Regents of the University of California,Teledyne Scientific & Imaging LLC
Industry-Academic Cooperation Foundation Yonsei University,Samsung Display Co. Ltd.
GLOBALFOUNDRIES Inc.,Intermolecular Inc.
GLOBALFOUNDRIES Inc.,International Business Machines Corporation
Seoul National University Industry Foundation,Kyungpook National University Industry Academic Cooperation Foundation
Seoul National University Industry Foundation,Samsung Techwin Co. Ltd.
Seoul National University Industry Foundation,The Board of Trustees of the Leland Stanford Junior University
IMEC,KATHOLIEKE UNIVERSITEIT LEUVEN
IMEC,Taiwan Semiconductor Manufacturing Company Ltd.
IMEC,Universiteit Gent
IMEC,Katholieke Universiteit Leuven K.U. Leuven R&D
IMEC,Panasonic Corporation
IMEC,ASML Netherlands B.V.
International Business Machines Corporation,Centre National de la Recherche Scientifique (CNRS)
International Business Machines Corporation,GLOBAL FOUNDRIES INC.
International Business Machines Corporation,Applied Materials Inc.
International Business Machines Corporation,Renesas Electronics Corporation
International Business Machines Corporation,FREESCALE SEMICONDUCTOR INC.
International Business Machines Corporation,King Abdulaziz City for Science and Technology
International Business Machines Corporation,Toshiba America Electronic Components Inc.
International Business Machines Corporation,COMMISSARIAT A L'ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES
International Business Machines Corporation,STMICROELECTRONICS (CROLLES 2) SAS
International Business Machines Corporation,Cornell University
International Business Machines Corporation,BAY ZU PRECISION CO. LTD.
International Business Machines Corporation,Sumitomo Bakelite Co. Ltd.
International Business Machines Corporation,MACRONIX INTERNATIONAL CO. LTD.
International Business Machines Corporation,Matheson Tri-Gas
International Business Machines Corporation,Dacom Corporation
International Business Machines Corporation,Infineon Technologies AG
Taiwan Semiconductor Manufacturing Company Ltd.,Global Unichip Corp.
Osaka University,Dainippon Screen Mfg. Co. Ltd.
Osaka University,Hamamatsu Photonics K.K.
Samsung Display Co. Ltd.,Kobe Steel Limited
Tanaka Kikinzoku Kogyo K.K.,Seiko Epson Corporation
Seiko Epson Corporation,National University Corporation Nagoya University
Seiko Epson Corporation,Seiko NPC Corporation
Seiko Epson Corporation,Universal Display Corporation
Centre National de la Recherche Scientifique (CNRS),Societe Francaise de Detecteurs Infrarouges - SOFRADIR
Centre National de la Recherche Scientifique (CNRS),Universite Montpellier 2 Sciences et Techniques
Centre National de la Recherche Scientifique (CNRS),UNIVERSITE CLAUDE BERNARD LYON I
Centre National de la Recherche Scientifique (CNRS),France/Ecole Normale Seperieure de Cachan
Centre National de la Recherche Scientifique (CNRS),France and Universitat de les Illes Balears
Centre National de la Recherche Scientifique (CNRS),COMMISSARIAT A L'ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES
France/Ecole Normale Seperieure de Cachan,France and Universitat de les Illes Balears
COMMISSARIAT A L'ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,Institut Ploytechnique de Grenoble
COMMISSARIAT A L'ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,FREESCALE SEMICONDUCTOR INC.
COMMISSARIAT A L'ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,Universite Joseph Fourier
COMMISSARIAT A L'ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,ISORG
COMMISSARIAT A L'ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,Centre Nationale de la Recherche Scientifique (CNRS)
COMMISSARIAT A L'ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,CNRS-Centre National de la Recherche Scientifique
COMMISSARIAT A L'ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,STMICROELECTRONICS (CROLLES 2) SAS
Hynix Semiconductor Inc.,Grandis Inc.
TS Tech Co. Ltd.,Honda Motor Co. Ltd.
Honda Motor Co. Ltd.,Tokyo Institute of Technology
Honda Motor Co. Ltd.,Keihin Corporation
Honda Motor Co. Ltd.,AISIN SEIKI KABUSHIKI KAISHA
Honda Motor Co. Ltd.,Sharp Kabushiki Kaisha
Honda Motor Co. Ltd.,Sumitomo Rubber Industries Ltd. 
Honda Motor Co. Ltd.,Yutaka Giken Co. Ltd.
Honda Motor Co. Ltd.,The Board of Trustees of the Leland Stanford Junior University
Honda Motor Co. Ltd.,Stanley Electric Co. Ltd.
King Abdulaziz City Science and Technology,KING FAHD UNIVERSITY OF PETROLEUM AND MINERALS
KING FAHD UNIVERSITY OF PETROLEUM AND MINERALS,Massachusetts Institute of Technology
KING FAHD UNIVERSITY OF PETROLEUM AND MINERALS,King Abdulaziz City for Science and Technology
UD Trucks Corporation,WASEDA UNIVERSITY
WASEDA UNIVERSITY,Panasonic Corporation
Sumitomo Metal Mining Co. Ltd.,Sanken Electric Co. Ltd.
Sumitomo Metal Mining Co. Ltd.,Nissan Motor Co. Ltd.
National University Corporation Nagoya University,Sumitomo Electric Industries Ltd.
National University Corporation Nagoya University,TECHNOVA INC.
National University Corporation Nagoya University,Semiconductor Technology Academic Research Center
National University Corporation Nagoya University,Foundation for Advancement of International Science
Autonetworks Technologies Ltd.,Sumitomo Wiring Systems Ltd.
Autonetworks Technologies Ltd.,Sumitomo Electric Industries Ltd.
AISIN SEIKI KABUSHIKI KAISHA,Aisin AW Co. Ltd.
Sumitomo Electric Industries Ltd.,Sumitomo Wiring Systems Ltd.
Sumitomo Electric Industries Ltd.,Sharp Kabushiki Kaisha
Sumitomo Electric Industries Ltd.,Sumitomo Electric Toyama Co. Ltd.
Sumitomo Electric Industries Ltd.,Sumitomo Electric Device Innovations Inc.
Sumitomo Electric Industries Ltd.,National University Corporation Toyohashi University of Technology
Sumitomo Electric Industries Ltd.,Sumitomo Electric Sintered Alloy Ltd.
Sumitomo Electric Industries Ltd.,NATIONAL UNIVERSITY CORPORATION NARA INSTITUTE OF SCIENCE AND TECHNOLOGY
Panasonic Corporation,Nihon Colmo Co. Ltd.
Panasonic Corporation,Rohm Co. Ltd.
Panasonic Corporation,Lintec Corporation
Panasonic Corporation,Panasonic Liquid Crystal Display Co. Ltd.
Panasonic Corporation,Cambridge Enterprise Limited
Panasonic Corporation,Kyushu University National University Corporation
Kabushiki Kaisha Toyota Jidoshokki,Showa Denko K.K.
Kyungpook National University Industry Academic Cooperation Foundation,The Board of Trustees of the Leland Stanford Junior University
The Board of Trustees of the Leland Stanford Junior University,The Hong Kong University of Science and Technology
Sanken Electric Co. Ltd.,Nissan Motor Co. Ltd.
SCK.-CEN,KATHOLIEKE UNIVERSITEIT LEUVEN
Intermolecular Inc.,SanDisk 3D LLC
Intermolecular Inc.,Elpidia Memory Inc.
Intermolecular Inc.,Elpida Memory Inc.
Elpida Memory Inc.,Tokyo Electron Limited
Massachusetts Institute of Technology,Beth Israel Deaconess Medical Center Inc.
Massachusetts Institute of Technology,The Charles Stark Draper Laboratory Inc.
Massachusetts Institute of Technology,The President and Fellows of Harvard College
Massachusetts Institute of Technology,Raytheon Company
Kyocera Corporation,MEDTRONIC INC.
Kyocera Corporation,Oncotech Inc.
Princeton University Office of Technology and Trademark Licensing,Universal Display Corporation
Headway Technologies Inc.,SAE Magnetics (H.K.) Ltd.
SAE Magnetics (H.K.) Ltd.,TDK Corporation
SAE Magnetics (H.K.) Ltd.,Rohm Co. Ltd.
STMicroelectronics (Grenoble 2) SAS,STMicroelectronics (Research & Development) Limited
Conti Temic microelectronic GmbH,FREESCALE SEMICONDUCTOR INC.
FREESCALE SEMICONDUCTOR INC.,STMicroelectronics Limited
Sharp Kabushiki Kaisha,SEMICONDUCTOR ENERGY LABORATORY CO. LTD.
National Institute of Advanced Industrial Science and Technology,Central Research Institute of Electric Power Industry
National Institute of Advanced Industrial Science and Technology,Japan Science and Technology Agency
National Institute of Advanced Industrial Science and Technology,Showa Denko K.K.
National Institute of Advanced Industrial Science and Technology,Sumitomo Chemical Company Limited
Central Research Institute of Electric Power Industry,Showa Denko K.K.
Universiteit Gent,IMEC VZW
ASML Netherlands B.V.,Stichting National Lucht-En Ruimtevaart Laboratorium
Renesas Electronics Corporation,Hitachi Tohbu Semiconductor Ltd.
Renesas Electronics Corporation,ITT Corporation
Renesas Electronics Corporation,Hitachi Device Engineering Co. Ltd.
Renesas Electronics Corporation,Hitachi ULSI Systems Co. Ltd.
Renesas Electronics Corporation,Hitachi Yonezawa Electronics Co. Ltd.
TDK Corporation,Rohm Co. Ltd.
TDK Corporation,TDK Korea Corporation
Rohm Co. Ltd.,Tadahiro Ohmi
Rohm Co. Ltd.,Kansai University
Rohm Co. Ltd.,MITSUBISHI HEAVY INDUSTRIES LTD.
Rohm Co. Ltd.,Finewell Co. Ltd.
Rohm Co. Ltd.,Tohoku University
Rohm Co. Ltd.,Kyoto University
Tohoku University,SK hynix Inc.
Tohoku University,Fujikin Incorporated
Universite Joseph Fourier,CNRS-Centre National de la Recherche Scientifique
STMICROELECTRONICS (CROLLES 2) SAS,STMicroeletronics Inc.
Plastic Logic Limited,Cambridge Enterprise Limited
Plastic Logic Limited,Leibniz-Institut fur Polymerforschung Dresden e.V.
Kobe Steel Limited,Kobelco Construction Machinery Co. Ltd.
Sumitomo Bakelite Co. Ltd.,Dacom Corporation
Tokyo Electron Limited,Tocalo Co. Ltd.
The Hong Kong University of Science and Technology,University of Macau
GLOBALFOUNDRIES Singapore Pte. Ltd.,Nanyang Technological University
GLOBALFOUNDRIES Singapore Pte. Ltd.,National University of Singapore
Nanyang Technological University,STMICROELECTRONICS ASIA PACIFIC PTE. LTD.
Yamato Electronic Co. Ltd.,Asmo Co. Ltd.
Lintec Corporation,Kyushu University National University Corporation
Hitachi Displays Ltd.,Panasonic Liquid Crystal Display Co. Ltd.
Panasonic Liquid Crystal Display Co. Ltd.,JAPAN DISPLAY INC.
